feature_1,feature_2,correlation,abs_correlation
pos_ratio_adj,pos_ratio_sym,-0.09760595080894757,0.09760595080894757
word_length_burstiness,clause_length_burstiness,0.09732776601540397,0.09732776601540397
average_word_length,hapax_legomena_ratio,0.09658694940173021,0.09658694940173021
average_sentence_length,pos_ratio_noun,0.09606189486762012,0.09606189486762012
pos_ratio_adv,pos_ratio_intj,0.09602212527808082,0.09602212527808082
pos_ratio_x,noun_to_verb_ratio,0.09598276074603297,0.09598276074603297
parse_depth_variance,position_burstiness_diff,0.09582464768847934,0.09582464768847934
pos_ratio_sym,pos_ratio_verb,-0.09538587456572681,0.09538587456572681
exclamation_mark_ratio,pos_ratio_adp,-0.09397797216019824,0.09397797216019824
pos_ratio_det,pos_ratio_noun,0.09375715726603219,0.09375715726603219
average_sentence_length,question_mark_ratio,-0.0936766849813753,0.0936766849813753
rttr_root_type_token_ratio,comma_ratio,0.09357167016792846,0.09357167016792846
rttr_root_type_token_ratio,pos_ratio_punct,0.09353275713871145,0.09353275713871145
rttr_root_type_token_ratio,average_parse_depth,0.09277593116504713,0.09277593116504713
punctuation_per_word,pos_ratio_aux,-0.09254995739699878,0.09254995739699878
pos_ratio_det,noun_to_verb_ratio,0.09229331189367827,0.09229331189367827
question_mark_ratio,pos_ratio_x,0.09214780202225002,0.09214780202225002
average_word_length,punctuation_per_word,0.09069347214563551,0.09069347214563551
pos_ratio_cconj,pos_ratio_noun,0.08906557579386082,0.08906557579386082
hapax_legomena_ratio,question_mark_ratio,0.0887358881715916,0.0887358881715916
period_ratio,clause_length_burstiness,-0.08819154078198889,0.08819154078198889
period_ratio,word_length_burstiness,0.08809614976479972,0.08809614976479972
punctuation_per_word,pos_ratio_noun,-0.08700369054450827,0.08700369054450827
period_ratio,pos_ratio_adj,-0.08636235019948127,0.08636235019948127
punctuation_per_word,pos_ratio_num,0.08625045645324474,0.08625045645324474
noun_to_verb_ratio,sentence_length_burstiness,0.08605876950638651,0.08605876950638651
word_length_variance,question_mark_ratio,-0.08593480297492571,0.08593480297492571
hapax_legomena_ratio,pos_ratio_adj,0.08591862276503895,0.08591862276503895
pos_ratio_aux,pos_ratio_verb,0.08564057352861228,0.08564057352861228
average_sentence_length,exclamation_mark_ratio,-0.08555136091248888,0.08555136091248888
hapax_legomena_ratio,pos_ratio_cconj,-0.08494186618727684,0.08494186618727684
sentence_length_variance,clause_length_burstiness,0.08468327363696675,0.08468327363696675
pos_ratio_part,pos_ratio_sym,-0.08399867737766376,0.08399867737766376
hapax_legomena_ratio,pos_ratio_verb,-0.08391640643218345,0.08391640643218345
average_word_length,word_length_burstiness,0.08371553814239692,0.08371553814239692
pos_ratio_punct,pos_ratio_sym,0.08252667311780262,0.08252667311780262
word_length_variance,maximum_parse_depth,0.0824062990145117,0.0824062990145117
pos_ratio_adp,pos_ratio_x,-0.08192490019565166,0.08192490019565166
pos_ratio_noun,pos_ratio_num,-0.08181334435550637,0.08181334435550637
average_word_length,pos_ratio_cconj,0.08130908762852922,0.08130908762852922
pos_ratio_cconj,pos_ratio_sym,-0.08080858426640583,0.08080858426640583
question_mark_ratio,pos_ratio_cconj,-0.0806282758218551,0.0806282758218551
hapax_legomena_ratio,pos_ratio_noun,0.08062013688844002,0.08062013688844002
sentence_length_variance,period_ratio,-0.08045803179536051,0.08045803179536051
sentence_length_variance,punctuation_per_word,-0.08029217266335738,0.08029217266335738
pos_ratio_propn,word_length_burstiness,0.08020370756439685,0.08020370756439685
average_word_length,pos_ratio_sym,-0.08000988776258344,0.08000988776258344
pos_ratio_adj,perplexity,-0.07999922687032983,0.07999922687032983
pos_ratio_intj,noun_to_verb_ratio,-0.07981821401667374,0.07981821401667374
sentence_length_variance,long_sentence_ratio,0.07952267549713578,0.07952267549713578
hapax_legomena_ratio,pos_ratio_intj,0.07931680544811408,0.07931680544811408
average_sentence_length,word_length_burstiness,-0.07897128008567698,0.07897128008567698
pos_ratio_propn,pos_ratio_x,0.07884587638009784,0.07884587638009784
punctuation_per_word,pos_ratio_pron,-0.07877248095589952,0.07877248095589952
punctuation_per_word,noun_to_verb_ratio,0.07875357767368392,0.07875357767368392
rttr_root_type_token_ratio,noun_to_verb_ratio,0.0780767024507705,0.0780767024507705
average_parse_depth,pos_ratio_cconj,0.07770391075022419,0.07770391075022419
hapax_legomena_ratio,comma_ratio,-0.0770425151271675,0.0770425151271675
punctuation_per_word,long_sentence_ratio,0.07680460302840841,0.07680460302840841
pos_ratio_adp,clause_length_burstiness,0.07667240866501543,0.07667240866501543
pos_ratio_sym,position_burstiness_diff,0.07656044246142674,0.07656044246142674
average_word_length,period_ratio,-0.07648260649046121,0.07648260649046121
punctuation_per_word,perplexity,-0.07615502556051212,0.07615502556051212
pos_ratio_adp,sentence_length_burstiness,-0.07600542832799691,0.07600542832799691
period_ratio,pos_ratio_num,0.07566501178505369,0.07566501178505369
average_sentence_length,pos_ratio_intj,-0.07531613521405633,0.07531613521405633
pos_ratio_sym,long_sentence_ratio,0.07372958453719985,0.07372958453719985
parse_depth_variance,period_ratio,-0.07371621804627361,0.07371621804627361
maximum_parse_depth,question_mark_ratio,-0.07348582423080156,0.07348582423080156
exclamation_mark_ratio,word_length_burstiness,-0.07347160558265473,0.07347160558265473
question_mark_ratio,pos_ratio_det,-0.07339545986645796,0.07339545986645796
parse_depth_variance,pos_ratio_aux,-0.07322849526806118,0.07322849526806118
average_sentence_length,pos_ratio_cconj,0.07311542211753823,0.07311542211753823
hapax_legomena_ratio,pos_ratio_sym,0.07233813043578441,0.07233813043578441
pos_ratio_pron,sentence_length_iqr,0.07199579813043416,0.07199579813043416
word_length_variance,perplexity,-0.07143752764095507,0.07143752764095507
pos_ratio_adp,long_sentence_ratio,-0.07130739906790975,0.07130739906790975
question_mark_ratio,noun_to_verb_ratio,-0.07008949021438797,0.07008949021438797
average_sentence_length,comma_ratio,-0.06956106045882145,0.06956106045882145
pos_ratio_adj,noun_to_verb_ratio,0.06936774462511275,0.06936774462511275
pos_ratio_aux,sentence_length_iqr,-0.06837850651833081,0.06837850651833081
question_mark_ratio,word_length_burstiness,-0.0681406955231757,0.0681406955231757
pos_ratio_propn,pos_ratio_sym,0.0680579517917588,0.0680579517917588
average_word_length,pos_ratio_verb,-0.06787368358862539,0.06787368358862539
sentence_length_variance,pos_ratio_punct,-0.06785181573652695,0.06785181573652695
pos_ratio_adv,sentence_length_iqr,0.06775111249415783,0.06775111249415783
comma_ratio,pos_ratio_adj,0.06743963941141214,0.06743963941141214
hapax_legomena_ratio,period_ratio,0.06740309980546819,0.06740309980546819
pos_ratio_det,perplexity,-0.06727413033918558,0.06727413033918558
pos_ratio_part,word_length_burstiness,-0.06714768437968634,0.06714768437968634
rttr_root_type_token_ratio,pos_ratio_adj,0.06691879906718116,0.06691879906718116
parse_depth_variance,pos_ratio_adv,0.06611695842051629,0.06611695842051629
hapax_legomena_ratio,average_sentence_length,-0.06571509931126376,0.06571509931126376
average_sentence_length,pos_ratio_x,-0.06498597684190487,0.06498597684190487
pos_ratio_aux,position_burstiness_diff,-0.0646463065931141,0.0646463065931141
clause_length_burstiness,perplexity,-0.06449000353898615,0.06449000353898615
period_ratio,pos_ratio_propn,0.0643557089310586,0.0643557089310586
exclamation_mark_ratio,pos_ratio_verb,0.06380518065303158,0.06380518065303158
comma_ratio,pos_ratio_num,0.06361659798265476,0.06361659798265476
parse_depth_variance,clause_length_burstiness,0.06325743810695612,0.06325743810695612
pos_ratio_adv,pos_ratio_cconj,-0.06311837790036501,0.06311837790036501
pos_ratio_aux,pos_ratio_sym,-0.06308043316793557,0.06308043316793557
pos_ratio_adp,pos_ratio_num,0.06262439640645091,0.06262439640645091
hapax_legomena_ratio,pos_ratio_x,0.0622959389510837,0.0622959389510837
sentence_length_variance,word_length_burstiness,-0.06121749067983807,0.06121749067983807
pos_ratio_adj,position_burstiness_diff,-0.06097048341934703,0.06097048341934703
pos_ratio_aux,long_sentence_ratio,-0.06078841515927705,0.06078841515927705
pos_ratio_sym,clause_length_burstiness,0.06048143731939836,0.06048143731939836
average_word_length,exclamation_mark_ratio,-0.0602263588376565,0.0602263588376565
period_ratio,perplexity,0.05991215276792051,0.05991215276792051
hapax_legomena_ratio,pos_ratio_adp,0.05968385758597265,0.05968385758597265
parse_depth_variance,long_sentence_ratio,0.05924361892930266,0.05924361892930266
rttr_root_type_token_ratio,period_ratio,-0.0591681549851562,0.0591681549851562
pos_ratio_part,sentence_length_burstiness,-0.05884231835200776,0.05884231835200776
period_ratio,pos_ratio_part,-0.058778187369006994,0.058778187369006994
maximum_parse_depth,pos_ratio_part,-0.05866778104935629,0.05866778104935629
pos_ratio_intj,pos_ratio_propn,-0.058331422179971996,0.058331422179971996
word_length_variance,exclamation_mark_ratio,-0.05812412443596145,0.05812412443596145
pos_ratio_sconj,pos_ratio_sym,-0.0580328157502648,0.0580328157502648
pos_ratio_noun,pos_ratio_x,-0.057950963853645905,0.057950963853645905
pos_ratio_verb,sentence_length_burstiness,-0.05791625906389273,0.05791625906389273
average_word_length,average_sentence_length,0.05744533092616432,0.05744533092616432
sentence_length_iqr,perplexity,-0.05659886218582788,0.05659886218582788
pos_ratio_adj,pos_ratio_adp,0.056503473833721826,0.056503473833721826
average_sentence_length,pos_ratio_adj,0.055697166262659026,0.055697166262659026
rttr_root_type_token_ratio,punctuation_per_word,0.05568769718342695,0.05568769718342695
pos_ratio_adj,pos_ratio_x,-0.05559336051791611,0.05559336051791611
pos_ratio_x,perplexity,0.055254793685269754,0.055254793685269754
pos_ratio_pron,pos_ratio_sym,-0.05496657253898237,0.05496657253898237
pos_ratio_sym,noun_to_verb_ratio,0.05494760891676504,0.05494760891676504
pos_ratio_adj,pos_ratio_punct,-0.05474542758253634,0.05474542758253634
average_word_length,sentence_length_iqr,-0.05469506628884563,0.05469506628884563
hapax_legomena_ratio,exclamation_mark_ratio,0.05409677768754715,0.05409677768754715
pos_ratio_sym,pos_ratio_x,0.053506988810614844,0.053506988810614844
pos_ratio_num,pos_ratio_x,0.05313941738238793,0.05313941738238793
pos_ratio_intj,position_burstiness_diff,0.052330814806660624,0.052330814806660624
hapax_legomena_ratio,pos_ratio_num,0.05208485274939711,0.05208485274939711
pos_ratio_part,sentence_length_iqr,-0.051768762430068956,0.051768762430068956
pos_ratio_noun,position_burstiness_diff,-0.05106578387574506,0.05106578387574506
average_parse_depth,pos_ratio_det,0.05103977197443625,0.05103977197443625
pos_ratio_verb,sentence_length_iqr,-0.050590584625386674,0.050590584625386674
comma_ratio,long_sentence_ratio,-0.05048317125664426,0.05048317125664426
pos_ratio_aux,pos_ratio_intj,0.050235851231969456,0.050235851231969456
maximum_parse_depth,comma_ratio,0.04982406469212755,0.04982406469212755
pos_ratio_adp,sentence_length_iqr,-0.04979104165633349,0.04979104165633349
exclamation_mark_ratio,pos_ratio_adj,-0.049489261933931036,0.049489261933931036
pos_ratio_adv,pos_ratio_punct,-0.04915703336731107,0.04915703336731107
rttr_root_type_token_ratio,pos_ratio_noun,0.04895825101248583,0.04895825101248583
average_sentence_length,position_burstiness_diff,0.04870771973170671,0.04870771973170671
average_parse_depth,position_burstiness_diff,0.047758276086130244,0.047758276086130244
pos_ratio_pron,perplexity,0.04774637513477242,0.04774637513477242
period_ratio,pos_ratio_pron,0.04754971156971963,0.04754971156971963
punctuation_per_word,pos_ratio_adv,-0.04683114361957599,0.04683114361957599
hapax_legomena_ratio,long_sentence_ratio,0.04661842065091834,0.04661842065091834
pos_ratio_adv,clause_length_burstiness,0.046190363448933465,0.046190363448933465
pos_ratio_part,perplexity,-0.04599686856032803,0.04599686856032803
exclamation_mark_ratio,noun_to_verb_ratio,-0.04557387557546477,0.04557387557546477
exclamation_mark_ratio,position_burstiness_diff,0.045434893518405205,0.045434893518405205
pos_ratio_verb,position_burstiness_diff,-0.04526892810754464,0.04526892810754464
parse_depth_variance,pos_ratio_sconj,0.045181228902917994,0.045181228902917994
pos_ratio_noun,clause_length_burstiness,0.044858791939108605,0.044858791939108605
pos_ratio_propn,perplexity,0.04427133456515609,0.04427133456515609
rttr_root_type_token_ratio,pos_ratio_intj,-0.044255242364318985,0.044255242364318985
pos_ratio_adp,word_length_burstiness,0.043805102805953934,0.043805102805953934
comma_ratio,sentence_length_iqr,0.04374874701031765,0.04374874701031765
average_parse_depth,pos_ratio_sconj,0.043083782288070395,0.043083782288070395
question_mark_ratio,pos_ratio_sconj,0.04239676531622679,0.04239676531622679
period_ratio,pos_ratio_verb,-0.04236102990650844,0.04236102990650844
average_sentence_length,perplexity,-0.042172366981297366,0.042172366981297366
average_parse_depth,pos_ratio_part,-0.042096502206787005,0.042096502206787005
average_parse_depth,pos_ratio_verb,-0.0419155768471421,0.0419155768471421
hapax_legomena_ratio,average_parse_depth,-0.041602666240424274,0.041602666240424274
average_sentence_length,pos_ratio_aux,-0.041576945975158756,0.041576945975158756
word_length_variance,pos_ratio_cconj,0.0415543763517362,0.0415543763517362
pos_ratio_cconj,position_burstiness_diff,-0.04132892477288776,0.04132892477288776
pos_ratio_cconj,pos_ratio_intj,0.04130447753027753,0.04130447753027753
sentence_length_variance,position_burstiness_diff,0.041213001154949136,0.041213001154949136
pos_ratio_sconj,pos_ratio_x,-0.040875783763861404,0.040875783763861404
hapax_legomena_ratio,clause_length_burstiness,-0.04082038417051261,0.04082038417051261
parse_depth_variance,pos_ratio_adj,0.04077433267937395,0.04077433267937395
sentence_length_variance,comma_ratio,-0.040236312162740366,0.040236312162740366
pos_ratio_part,position_burstiness_diff,-0.039478370762418655,0.039478370762418655
hapax_legomena_ratio,sentence_length_burstiness,-0.03908488326343572,0.03908488326343572
parse_depth_variance,pos_ratio_det,-0.03907057907253469,0.03907057907253469
average_parse_depth,pos_ratio_propn,0.03905239863254868,0.03905239863254868
parse_depth_variance,word_length_burstiness,-0.038813431662627025,0.038813431662627025
comma_ratio,sentence_length_burstiness,-0.03879304070679583,0.03879304070679583
rttr_root_type_token_ratio,pos_ratio_verb,-0.03866582026241695,0.03866582026241695
pos_ratio_det,pos_ratio_x,-0.03852104372411685,0.03852104372411685
comma_ratio,exclamation_mark_ratio,0.03848822269766445,0.03848822269766445
maximum_parse_depth,pos_ratio_verb,-0.0384874069312863,0.0384874069312863
pos_ratio_cconj,pos_ratio_verb,0.03840275248783923,0.03840275248783923
pos_ratio_intj,pos_ratio_sym,0.038334907362366756,0.038334907362366756
period_ratio,noun_to_verb_ratio,-0.03826256394968428,0.03826256394968428
position_burstiness_diff,word_length_burstiness,0.03816081606622373,0.03816081606622373
pos_ratio_part,long_sentence_ratio,-0.03813597943736602,0.03813597943736602
pos_ratio_det,pos_ratio_num,0.038037819624489926,0.038037819624489926
sentence_length_iqr,word_length_burstiness,0.03784757352670795,0.03784757352670795
question_mark_ratio,pos_ratio_adv,0.03736584197961067,0.03736584197961067
rttr_root_type_token_ratio,word_length_burstiness,-0.03698729194003701,0.03698729194003701
comma_ratio,pos_ratio_noun,0.03678358495985881,0.03678358495985881
word_length_variance,long_sentence_ratio,-0.03657876021947741,0.03657876021947741
pos_ratio_adv,pos_ratio_part,0.03622637054731071,0.03622637054731071
pos_ratio_det,sentence_length_burstiness,-0.03584811599306557,0.03584811599306557
pos_ratio_aux,pos_ratio_cconj,0.03537785952379556,0.03537785952379556
pos_ratio_verb,long_sentence_ratio,-0.035229768069541485,0.035229768069541485
pos_ratio_sym,perplexity,0.035180456184096015,0.035180456184096015
pos_ratio_adj,word_length_burstiness,0.0349838238170733,0.0349838238170733
exclamation_mark_ratio,pos_ratio_aux,-0.034804920372894906,0.034804920372894906
pos_ratio_det,sentence_length_iqr,-0.03478411552730753,0.03478411552730753
parse_depth_variance,pos_ratio_adp,-0.03460142467195356,0.03460142467195356
period_ratio,pos_ratio_det,-0.034576664732329315,0.034576664732329315
pos_ratio_cconj,pos_ratio_part,0.034485141257514056,0.034485141257514056
maximum_parse_depth,word_length_burstiness,-0.03361830810784798,0.03361830810784798
noun_to_verb_ratio,word_length_burstiness,0.03336600493139013,0.03336600493139013
word_length_variance,position_burstiness_diff,0.0331923070392593,0.0331923070392593
pos_ratio_pron,pos_ratio_x,-0.0328297689359764,0.0328297689359764
pos_ratio_verb,perplexity,-0.03218009782989029,0.03218009782989029
pos_ratio_noun,perplexity,-0.031843606018301815,0.031843606018301815
hapax_legomena_ratio,parse_depth_variance,-0.03159665281661277,0.03159665281661277
average_sentence_length,pos_ratio_num,-0.03157360916020489,0.03157360916020489
maximum_parse_depth,pos_ratio_x,0.031487968156264104,0.031487968156264104
word_length_variance,sentence_length_burstiness,-0.031244676005469357,0.031244676005469357
maximum_parse_depth,pos_ratio_num,0.030800308214482,0.030800308214482
pos_ratio_intj,pos_ratio_verb,0.030551261809531115,0.030551261809531115
maximum_parse_depth,pos_ratio_adv,-0.030310796436015905,0.030310796436015905
period_ratio,pos_ratio_aux,0.030213456514485152,0.030213456514485152
punctuation_per_word,pos_ratio_adj,-0.03018972788680029,0.03018972788680029
long_sentence_ratio,word_length_burstiness,0.029388630643869814,0.029388630643869814
period_ratio,exclamation_mark_ratio,0.02897952829395871,0.02897952829395871
noun_to_verb_ratio,long_sentence_ratio,0.028866237017450815,0.028866237017450815
pos_ratio_intj,pos_ratio_part,0.028653011224714062,0.028653011224714062
pos_ratio_noun,word_length_burstiness,0.028627377678548095,0.028627377678548095
parse_depth_variance,punctuation_per_word,-0.02862406454073602,0.02862406454073602
word_length_variance,sentence_length_iqr,0.028224688642183412,0.028224688642183412
parse_depth_variance,pos_ratio_punct,-0.028169938483434312,0.028169938483434312
comma_ratio,position_burstiness_diff,-0.027970760171761432,0.027970760171761432
pos_ratio_adv,pos_ratio_sym,-0.027880482162978722,0.027880482162978722
average_parse_depth,pos_ratio_num,-0.027714848295825198,0.027714848295825198
hapax_legomena_ratio,position_burstiness_diff,0.02769138263464711,0.02769138263464711
pos_ratio_sconj,sentence_length_burstiness,0.027591042216656415,0.027591042216656415
word_length_variance,pos_ratio_intj,-0.027458910823658703,0.027458910823658703
average_sentence_length,pos_ratio_pron,-0.027253245413163187,0.027253245413163187
rttr_root_type_token_ratio,pos_ratio_sym,0.026935804860320038,0.026935804860320038
average_word_length,pos_ratio_punct,-0.026719988036833578,0.026719988036833578
punctuation_per_word,position_burstiness_diff,-0.026514970186041584,0.026514970186041584
sentence_length_variance,pos_ratio_sconj,0.026419477924150135,0.026419477924150135
exclamation_mark_ratio,pos_ratio_part,-0.026092464423009432,0.026092464423009432
sentence_length_burstiness,word_length_burstiness,0.025872541768989853,0.025872541768989853
pos_ratio_sconj,long_sentence_ratio,0.025764928277902308,0.025764928277902308
sentence_length_variance,pos_ratio_adj,-0.025548676544814478,0.025548676544814478
maximum_parse_depth,pos_ratio_cconj,-0.025356840582847918,0.025356840582847918
sentence_length_variance,pos_ratio_adv,0.025010931858563727,0.025010931858563727
question_mark_ratio,pos_ratio_num,-0.024669590255935396,0.024669590255935396
pos_ratio_adj,clause_length_burstiness,0.02465110037043039,0.02465110037043039
period_ratio,position_burstiness_diff,-0.024403371154150286,0.024403371154150286
parse_depth_variance,pos_ratio_part,0.02438387706591491,0.02438387706591491
comma_ratio,pos_ratio_x,0.02416197947511566,0.02416197947511566
pos_ratio_adv,pos_ratio_x,0.023893239304581166,0.023893239304581166
average_word_length,position_burstiness_diff,-0.022594576257345345,0.022594576257345345
pos_ratio_intj,word_length_burstiness,-0.02259228504641384,0.02259228504641384
pos_ratio_det,pos_ratio_sym,-0.022045543388747136,0.022045543388747136
exclamation_mark_ratio,pos_ratio_sconj,-0.02198672802852484,0.02198672802852484
pos_ratio_sconj,perplexity,-0.021435352534824436,0.021435352534824436
parse_depth_variance,comma_ratio,0.02134709824996839,0.02134709824996839
word_length_variance,pos_ratio_num,-0.021080262316911482,0.021080262316911482
sentence_length_variance,pos_ratio_aux,-0.02102386591628318,0.02102386591628318
word_length_variance,sentence_length_variance,-0.020981972466946677,0.020981972466946677
parse_depth_variance,pos_ratio_cconj,0.020753497260213926,0.020753497260213926
sentence_length_variance,sentence_length_iqr,-0.0205989585390461,0.0205989585390461
rttr_root_type_token_ratio,sentence_length_variance,0.020540782549831407,0.020540782549831407
sentence_length_variance,pos_ratio_verb,0.02042051213423705,0.02042051213423705
word_length_variance,average_sentence_length,-0.020180296194140055,0.020180296194140055
word_length_variance,pos_ratio_sym,0.020104989744393474,0.020104989744393474
hapax_legomena_ratio,sentence_length_variance,-0.020045101298091277,0.020045101298091277
period_ratio,pos_ratio_sym,0.019986323969195526,0.019986323969195526
pos_ratio_aux,perplexity,-0.019942142332798864,0.019942142332798864
sentence_length_variance,pos_ratio_propn,0.019826329671088643,0.019826329671088643
exclamation_mark_ratio,pos_ratio_cconj,-0.019803423308784988,0.019803423308784988
question_mark_ratio,position_burstiness_diff,0.019631010448038534,0.019631010448038534
pos_ratio_sconj,sentence_length_iqr,0.019404994869818674,0.019404994869818674
pos_ratio_adp,pos_ratio_sym,-0.019328286722337735,0.019328286722337735
pos_ratio_cconj,clause_length_burstiness,0.019225644289141697,0.019225644289141697
average_sentence_length,pos_ratio_propn,-0.019168505360833938,0.019168505360833938
period_ratio,question_mark_ratio,-0.019064888677140155,0.019064888677140155
word_length_variance,pos_ratio_det,-0.01826922260712934,0.01826922260712934
parse_depth_variance,pos_ratio_propn,0.01809237641324774,0.01809237641324774
average_word_length,pos_ratio_x,-0.017923377043800964,0.017923377043800964
pos_ratio_part,pos_ratio_x,-0.017461606025874706,0.017461606025874706
average_sentence_length,sentence_length_burstiness,-0.01719723264349477,0.01719723264349477
pos_ratio_intj,pos_ratio_num,-0.016985996510325497,0.016985996510325497
sentence_length_variance,pos_ratio_adp,0.01683427566481805,0.01683427566481805
average_parse_depth,word_length_burstiness,0.016471783175962484,0.016471783175962484
parse_depth_variance,pos_ratio_pron,-0.016456432540511424,0.016456432540511424
noun_to_verb_ratio,perplexity,0.016346135384782943,0.016346135384782943
pos_ratio_cconj,word_length_burstiness,0.016319990995474626,0.016319990995474626
average_word_length,parse_depth_variance,0.01590324072770363,0.01590324072770363
punctuation_per_word,pos_ratio_sym,0.015648610227554306,0.015648610227554306
pos_ratio_cconj,noun_to_verb_ratio,-0.01513074624286773,0.01513074624286773
rttr_root_type_token_ratio,question_mark_ratio,0.015103630348043436,0.015103630348043436
sentence_length_variance,pos_ratio_det,-0.01493902708325433,0.01493902708325433
average_sentence_length,pos_ratio_part,0.014749622519410597,0.014749622519410597
parse_depth_variance,pos_ratio_x,0.014741552311567636,0.014741552311567636
parse_depth_variance,perplexity,-0.014470190040339854,0.014470190040339854
average_sentence_length,long_sentence_ratio,-0.012983471065686673,0.012983471065686673
pos_ratio_intj,pos_ratio_sconj,-0.012660390825865704,0.012660390825865704
exclamation_mark_ratio,pos_ratio_num,-0.012632454552248816,0.012632454552248816
comma_ratio,question_mark_ratio,-0.012546700890697786,0.012546700890697786
period_ratio,pos_ratio_adv,0.012530785557198547,0.012530785557198547
question_mark_ratio,pos_ratio_part,0.01243077255401328,0.01243077255401328
question_mark_ratio,pos_ratio_sym,0.012329880192874154,0.012329880192874154
exclamation_mark_ratio,pos_ratio_propn,-0.011956232267843587,0.011956232267843587
comma_ratio,period_ratio,0.011609886317965683,0.011609886317965683
position_burstiness_diff,perplexity,-0.011559676550855732,0.011559676550855732
pos_ratio_noun,pos_ratio_sym,-0.010912227495771849,0.010912227495771849
pos_ratio_adp,position_burstiness_diff,-0.01021848933511163,0.01021848933511163
pos_ratio_adj,pos_ratio_adv,0.01017570693702464,0.01017570693702464
sentence_length_variance,pos_ratio_noun,0.010162730258838177,0.010162730258838177
average_parse_depth,pos_ratio_sym,-0.009903858039546878,0.009903858039546878
pos_ratio_pron,position_burstiness_diff,-0.009846897716116897,0.009846897716116897
average_sentence_length,pos_ratio_det,-0.00962851724549841,0.00962851724549841
rttr_root_type_token_ratio,average_sentence_length,-0.009562775149746976,0.009562775149746976
parse_depth_variance,pos_ratio_verb,0.009546201279559482,0.009546201279559482
word_length_variance,parse_depth_variance,-0.009531419457961259,0.009531419457961259
punctuation_per_word,pos_ratio_cconj,0.009460005803330193,0.009460005803330193
question_mark_ratio,clause_length_burstiness,0.009169000646613398,0.009169000646613398
pos_ratio_punct,position_burstiness_diff,0.009110386995328575,0.009110386995328575
average_word_length,sentence_length_variance,-0.008863652978180528,0.008863652978180528
sentence_length_variance,pos_ratio_pron,0.008666455411742836,0.008666455411742836
question_mark_ratio,pos_ratio_verb,0.008623075962817077,0.008623075962817077
sentence_length_variance,pos_ratio_intj,0.008429778039875225,0.008429778039875225
parse_depth_variance,pos_ratio_intj,-0.00842707043858696,0.00842707043858696
maximum_parse_depth,pos_ratio_sconj,0.008370107736604033,0.008370107736604033
sentence_length_variance,perplexity,0.008228929813900852,0.008228929813900852
parse_depth_variance,sentence_length_iqr,0.008100331944964068,0.008100331944964068
pos_ratio_sconj,position_burstiness_diff,-0.008003136448793875,0.008003136448793875
parse_depth_variance,pos_ratio_noun,0.007978600164925999,0.007978600164925999
pos_ratio_det,position_burstiness_diff,-0.007687214653897897,0.007687214653897897
question_mark_ratio,pos_ratio_propn,0.0074790691079715055,0.0074790691079715055
hapax_legomena_ratio,punctuation_per_word,0.007315970679809413,0.007315970679809413
pos_ratio_det,long_sentence_ratio,-0.007233259743173988,0.007233259743173988
comma_ratio,pos_ratio_adp,0.007172528850838364,0.007172528850838364
sentence_length_variance,pos_ratio_part,0.007145716168788937,0.007145716168788937
exclamation_mark_ratio,perplexity,0.007048845077006602,0.007048845077006602
rttr_root_type_token_ratio,parse_depth_variance,0.006855514973334391,0.006855514973334391
noun_to_verb_ratio,sentence_length_iqr,-0.006455149327940042,0.006455149327940042
sentence_length_variance,question_mark_ratio,-0.0064451673647274435,0.0064451673647274435
maximum_parse_depth,pos_ratio_det,0.006278508709822783,0.006278508709822783
pos_ratio_adv,position_burstiness_diff,0.006106220979121637,0.006106220979121637
sentence_length_variance,exclamation_mark_ratio,-0.006073578588827391,0.006073578588827391
maximum_parse_depth,pos_ratio_sym,-0.005710786340621147,0.005710786340621147
parse_depth_variance,question_mark_ratio,-0.005037707937928054,0.005037707937928054
sentence_length_variance,pos_ratio_x,0.004643731072881078,0.004643731072881078
average_sentence_length,pos_ratio_sym,-0.004423821790749299,0.004423821790749299
sentence_length_variance,pos_ratio_sym,0.00424204789441846,0.00424204789441846
sentence_length_variance,pos_ratio_num,0.0039615446886947505,0.0039615446886947505
pos_ratio_num,perplexity,0.003618405734824562,0.003618405734824562
pos_ratio_cconj,pos_ratio_pron,0.0035803074176996397,0.0035803074176996397
exclamation_mark_ratio,pos_ratio_sym,0.0032889967983936725,0.0032889967983936725
maximum_parse_depth,exclamation_mark_ratio,0.0027614800001570326,0.0027614800001570326
parse_depth_variance,pos_ratio_sym,-0.0022613264736207196,0.0022613264736207196
rttr_root_type_token_ratio,hapax_legomena_ratio,0.0022070150282688023,0.0022070150282688023
average_sentence_length,pos_ratio_adv,-0.0022000898562120758,0.0022000898562120758
average_sentence_length,pos_ratio_verb,0.001924944101813166,0.001924944101813166
average_parse_depth,comma_ratio,-0.0018286164255018349,0.0018286164255018349
parse_depth_variance,exclamation_mark_ratio,0.001751594855266025,0.001751594855266025
comma_ratio,pos_ratio_sym,0.0010978481535915301,0.0010978481535915301
sentence_length_variance,pos_ratio_cconj,0.0006863643656923255,0.0006863643656923255
word_length_burstiness,perplexity,0.00043142208561665736,0.00043142208561665736
parse_depth_variance,pos_ratio_num,-0.00042025753109517516,0.00042025753109517516
average_word_length,pos_ratio_conj,,
word_length_variance,pos_ratio_conj,,
rttr_root_type_token_ratio,pos_ratio_conj,,
hapax_legomena_ratio,pos_ratio_conj,,
average_sentence_length,pos_ratio_conj,,
sentence_length_variance,pos_ratio_conj,,
